nombre,sku,categoriaId,impuestoId,costo,precioVenta,unidadMedida,stockInicial,stockMinimo,sucursalId
Producto JMeter 0924,JMT-PROD-0924,3,2,1106.08,1614.88,Litro,122,3,2
Producto JMeter 0925,JMT-PROD-0925,3,2,1107.25,1439.42,Metro,125,4,2
Producto JMeter 0926,JMT-PROD-0926,3,2,1108.42,1485.28,Caja,128,5,2
Producto JMeter 0927,JMT-PROD-0927,3,2,1109.59,1531.23,Paquete,131,6,2
Producto JMeter 0928,JMT-PROD-0928,3,2,1110.76,1577.28,Docena,134,7,2
Producto JMeter 0929,JMT-PROD-0929,3,2,1111.93,1623.42,Unidad,137,8,2
Producto JMeter 0930,JMT-PROD-0930,3,2,1113.10,1447.03,Kilogramo,140,9,2
Producto JMeter 0931,JMT-PROD-0931,3,2,1114.27,1493.12,Gramo,143,10,2
Producto JMeter 0932,JMT-PROD-0932,3,2,1115.44,1539.31,Litro,146,11,2
Producto JMeter 0933,JMT-PROD-0933,3,2,1116.61,1585.59,Metro,149,12,2
Producto JMeter 0934,JMT-PROD-0934,3,2,1117.78,1631.96,Caja,12,13,2
Producto JMeter 0935,JMT-PROD-0935,3,2,1118.95,1454.64,Paquete,15,14,2
Producto JMeter 0936,JMT-PROD-0936,3,2,1120.12,1500.96,Docena,18,15,2
Producto JMeter 0937,JMT-PROD-0937,3,2,1121.29,1547.38,Unidad,21,16,2
Producto JMeter 0938,JMT-PROD-0938,3,2,1122.46,1593.89,Kilogramo,24,17,2
Producto JMeter 0939,JMT-PROD-0939,3,2,1123.63,1640.50,Gramo,27,18,2
Producto JMeter 0940,JMT-PROD-0940,3,2,1124.80,1462.24,Litro,30,19,2
Producto JMeter 0941,JMT-PROD-0941,3,2,1125.97,1508.80,Metro,33,0,2
Producto JMeter 0942,JMT-PROD-0942,3,2,1127.14,1555.45,Caja,36,1,2
Producto JMeter 0943,JMT-PROD-0943,3,2,1128.31,1602.20,Paquete,39,2,2
Producto JMeter 0944,JMT-PROD-0944,3,2,1129.48,1649.04,Docena,42,3,2
Producto JMeter 0945,JMT-PROD-0945,3,2,1130.65,1469.85,Unidad,45,4,2
Producto JMeter 0946,JMT-PROD-0946,3,2,1131.82,1516.64,Kilogramo,48,5,2
Producto JMeter 0947,JMT-PROD-0947,3,2,1132.99,1563.53,Gramo,51,6,2
Producto JMeter 0948,JMT-PROD-0948,3,2,1134.16,1610.51,Litro,54,7,2
Producto JMeter 0949,JMT-PROD-0949,3,2,1135.33,1657.58,Metro,57,8,2
Producto JMeter 0950,JMT-PROD-0950,3,2,1136.50,1477.45,Caja,60,9,2
Producto JMeter 0951,JMT-PROD-0951,3,2,1137.67,1524.48,Paquete,63,10,2
Producto JMeter 0952,JMT-PROD-0952,3,2,1138.84,1571.60,Docena,66,11,2
Producto JMeter 0953,JMT-PROD-0953,3,2,1140.01,1618.81,Unidad,69,12,2
Producto JMeter 0954,JMT-PROD-0954,3,2,1141.18,1666.12,Kilogramo,72,13,2
Producto JMeter 0955,JMT-PROD-0955,3,2,1142.35,1485.05,Gramo,75,14,2
Producto JMeter 0956,JMT-PROD-0956,3,2,1143.52,1532.32,Litro,78,15,2
Producto JMeter 0957,JMT-PROD-0957,3,2,1144.69,1579.67,Metro,81,16,2
Producto JMeter 0958,JMT-PROD-0958,3,2,1145.86,1627.12,Caja,84,17,2
Producto JMeter 0959,JMT-PROD-0959,3,2,1147.03,1674.66,Paquete,87,18,2
Producto JMeter 0960,JMT-PROD-0960,3,2,1148.20,1492.66,Docena,90,19,2
Producto JMeter 0961,JMT-PROD-0961,3,2,1149.37,1540.16,Unidad,93,0,2
Producto JMeter 0962,JMT-PROD-0962,3,2,1150.54,1587.75,Kilogramo,96,1,2
Producto JMeter 0963,JMT-PROD-0963,3,2,1151.71,1635.43,Gramo,99,2,2
Producto JMeter 0964,JMT-PROD-0964,3,2,1152.88,1683.20,Litro,102,3,2
Producto JMeter 0965,JMT-PROD-0965,3,2,1154.05,1500.26,Metro,105,4,2
Producto JMeter 0966,JMT-PROD-0966,3,2,1155.22,1547.99,Caja,108,5,2
Producto JMeter 0967,JMT-PROD-0967,3,2,1156.39,1595.82,Paquete,111,6,2
Producto JMeter 0968,JMT-PROD-0968,3,2,1157.56,1643.74,Docena,114,7,2
Producto JMeter 0969,JMT-PROD-0969,3,2,1158.73,1691.75,Unidad,117,8,2
Producto JMeter 0970,JMT-PROD-0970,3,2,1159.90,1507.87,Kilogramo,120,9,2
Producto JMeter 0971,JMT-PROD-0971,3,2,1161.07,1555.83,Gramo,123,10,2
Producto JMeter 0972,JMT-PROD-0972,3,2,1162.24,1603.89,Litro,126,11,2
Producto JMeter 0973,JMT-PROD-0973,3,2,1163.41,1652.04,Metro,129,12,2
Producto JMeter 0974,JMT-PROD-0974,3,2,1164.58,1700.29,Caja,132,13,2
Producto JMeter 0975,JMT-PROD-0975,3,2,1165.75,1515.48,Paquete,135,14,2
Producto JMeter 0976,JMT-PROD-0976,3,2,1166.92,1563.67,Docena,138,15,2
Producto JMeter 0977,JMT-PROD-0977,3,2,1168.09,1611.96,Unidad,141,16,2
Producto JMeter 0978,JMT-PROD-0978,3,2,1169.26,1660.35,Kilogramo,144,17,2
Producto JMeter 0979,JMT-PROD-0979,3,2,1170.43,1708.83,Gramo,147,18,2
Producto JMeter 0980,JMT-PROD-0980,3,2,1171.60,1523.08,Litro,10,19,2
Producto JMeter 0981,JMT-PROD-0981,3,2,1172.77,1571.51,Metro,13,0,2
Producto JMeter 0982,JMT-PROD-0982,3,2,1173.94,1620.04,Caja,16,1,2
Producto JMeter 0983,JMT-PROD-0983,3,2,1175.11,1668.66,Paquete,19,2,2
Producto JMeter 0984,JMT-PROD-0984,3,2,1176.28,1717.37,Docena,22,3,2
Producto JMeter 0985,JMT-PROD-0985,3,2,1177.45,1530.69,Unidad,25,4,2
Producto JMeter 0986,JMT-PROD-0986,3,2,1178.62,1579.35,Kilogramo,28,5,2
Producto JMeter 0987,JMT-PROD-0987,3,2,1179.79,1628.11,Gramo,31,6,2
Producto JMeter 0988,JMT-PROD-0988,3,2,1180.96,1676.96,Litro,34,7,2
Producto JMeter 0989,JMT-PROD-0989,3,2,1182.13,1725.91,Metro,37,8,2
Producto JMeter 0990,JMT-PROD-0990,3,2,1183.30,1538.29,Caja,40,9,2
Producto JMeter 0991,JMT-PROD-0991,3,2,1184.47,1587.19,Paquete,43,10,2
Producto JMeter 0992,JMT-PROD-0992,3,2,1185.64,1636.18,Docena,46,11,2
Producto JMeter 0993,JMT-PROD-0993,3,2,1186.81,1685.27,Unidad,49,12,2
Producto JMeter 0994,JMT-PROD-0994,3,2,1187.98,1734.45,Kilogramo,52,13,2
Producto JMeter 0995,JMT-PROD-0995,3,2,1189.15,1545.90,Gramo,55,14,2
Producto JMeter 0996,JMT-PROD-0996,3,2,1190.32,1595.03,Litro,58,15,2
Producto JMeter 0997,JMT-PROD-0997,3,2,1191.49,1644.26,Metro,61,16,2
Producto JMeter 0998,JMT-PROD-0998,3,2,1192.66,1693.58,Caja,64,17,2
Producto JMeter 0999,JMT-PROD-0999,3,2,1193.83,1742.99,Paquete,67,18,2
Producto JMeter 1000,JMT-PROD-1000,3,2,1195.00,1553.50,Docena,70,19,2
